LipidMolec,ClassKey,FAKey,CalcMass,BaseRt,TotalGrade,TotalSmpIDRate(%),MeanArea[s1],MeanArea[s2],MeanArea[s3],MeanArea[s4],MeanArea[s5],MeanArea[s6],MeanArea[s7],MeanArea[s8],MeanArea[s9],MeanArea[s10],MeanArea[s11],MeanArea[s12]
TG(16:0_17:3_18:3),TG,(16:0_17:3_18:3),836.6894,37.454,B,7.69,2900000,1830000,2670000,4090000,125000,34800,88900,44400,3072727.273,3072549.091,3418159.455,3072682.727
TG(16:0_18:0_18:0),TG,(16:0_18:0_18:0),862.7989,44.3043,A,38.46,262000,364000,522000,497000,8.75,75.1,106,4000,432727.2727,432549.0909,989068.5455,432682.7273
TG(16:0_18:0_18:0),TG,(16:0_18:0_18:0),862.7989,44.6039,A,69.23,19100000,29000000,26500000,22700000,342000,369000,633000,337000,15327272.73,15327094.55,26509068.55,15327228.18
TG(16:0_18:0_18:0),TG,(16:0_18:0_18:0),862.7989,44.638,A,100,19100000,29000000,26500000,22700000,342000,306000,585000,337000,15327272.73,15327094.55,26509068.55,15327228.18
TG(16:0_18:0_18:0),TG,(16:0_18:0_18:0),862.7989,44.6718,A,38.46,19100000,29000000,26500000,22700000,342000,306000,585000,337000,15327272.73,15327094.55,26509068.55,15327228.18
TG(16:0_18:0_18:0),TG,(16:0_18:0_18:0),862.7989,44.7493,A,23.08,6200000,11000000,19700000,11600000,3930,161000,279000,87500,4200000,4199821.818,7581795.818,4199955.455
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,42.6358,A,23.08,27200000,21000000,35600000,22800000,498000,308000,1280000,253000,24000000,23999821.82,65763614,23999955.45
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,42.9113,A,61.54,314000000,159000000,174000000,315000000,19400000,18800000,39500000,9480000,111636363.6,111636185.5,96727250.36,111636319.1
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,42.9556,A,69.23,314000000,184000000,303000000,315000000,19400000,18800000,39500000,9480000,111636363.6,111636185.5,96727250.36,111636319.1
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,43.0335,A,23.08,314000000,242000000,129000000,315000000,16400000,16000000,34900000,8210000,111636363.6,111636185.5,49454523.09,111636319.1
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,43.4554,A,7.69,28900000,285000,27200000,12500000,38400,289000,1110000,64700,8963636.364,8963458.182,20396341.27,8963591.818
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,43.6565,A,15.38,2910000,856000,383000000,379000000,113000,42600,46400000,109000,1476363.636,1476185.455,3494523.091,1476319.091
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,43.7246,A,7.69,395000,2120000,1350000,3160000,113000,235000,197000,22600,552727.2727,552549.0909,4763614,552682.7273
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,43.8349,A,7.69,1500000,3660000,2830000,3370000,202000,222000,374000,79600,3181818.182,3181640,9112704.909,3181773.636
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,44.0377,A,7.69,574000,544000,804000,532000,43900,34300,38300,11200,927272.7273,927094.5455,2378159.455,927228.1818
TG(16:0_18:0_18:1),TG,(16:0_18:0_18:1),860.7833,44.6229,B,7.69,357000,289000,481000,210000,39500,22300,70800,20000,205454.5455,205276.3636,158159.4545,205410
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,41.9692,A,76.92,381000000,457000000,448000000,427000000,55100000,67800000,115000000,29100000,128181818.2,128181640,157272704.9,128181773.6
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,42.0704,A,38.46,381000000,457000000,448000000,427000000,25200000,76700000,22600000,34500000,128181818.2,128181640,209636341.3,128181773.6
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,42.1353,A,30.77,374000000,490000000,144000000,252000000,44600000,45100000,77100000,25300000,73636363.64,73636185.45,7727250.364,73636319.09
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,42.5587,A,7.69,35600000,8110000,43800000,5390000,679000,1330000,2120000,926000,14163636.36,14163458.18,35727250.36,14163591.82
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,42.7383,A,23.08,2900000,6180000,5050000,4300000,513000,402000,904000,272000,1890909.091,1890730.909,10570886.73,1890864.545
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,43.1219,A,7.69,4730000,4360000,4990000,4230000,532000,581000,1120000,299000,1669090.909,1668912.727,3996341.273,1669046.364
TG(16:0_18:0_18:2),TG,(16:0_18:0_18:2),858.7676,43.7378,A,7.69,1380000,1510000,865000,1270000,117000,154000,352000,54900,509090.9091,508912.7273,1163614,509046.3636
TG(16:0_18:0_19:0),TG,(16:0_18:0_19:0),876.8146,44.8505,A,30.77,173000,272000,161000,223000,20700,30700,29000,27900,523636.3636,523458.1818,1037977.636,523591.8182
TG(16:0_18:0_19:0),TG,(16:0_18:0_19:0),876.8146,45.1696,A,30.77,1240000,1730000,2060000,1140000,49000,40000,62800,39400,2818181.818,2818003.636,3856341.273,2818137.273
TG(16:0_18:0_19:0),TG,(16:0_18:0_19:0),876.8146,45.2235,A,61.54,1240000,1730000,2060000,1140000,49000,49500,48900,39400,2818181.818,2818003.636,3854523.091,2818137.273
TG(16:0_18:0_20:0),TG,(16:0_18:0_20:0),890.8302,45.9384,A,7.69,82900,164000,917,97300,16900,12300,19600,10400,194545.4545,194367.2727,393250.3636,194500.9091
TG(16:0_18:0_20:0),TG,(16:0_18:0_20:0),890.8302,46.137,A,53.85,3060000,4480000,3320000,4120000,101000,66200,128000,113000,3872727.273,3872549.091,4532704.909,3872682.727
TG(16:0_18:0_20:0),TG,(16:0_18:0_20:0),890.8302,46.1831,A,84.62,3060000,4480000,4830000,4120000,139000,97700,208000,202000,6872727.273,6872549.091,8972704.909,6872682.727
TG(16:0_18:0_20:0),TG,(16:0_18:0_20:0),890.8302,46.8052,A,7.69,58700,28000,27300,86000,19600,18100,20700,13800,114181.8182,114003.6364,147250.3636,114137.2727
TG(16:0_18:0_20:4),TG,(16:0_18:0_20:4),882.7676,41.4475,A,15.38,35100000,27400000,49300000,829000,1010000,1130000,1880000,1130000,19090909.09,19090730.91,47363614,19090864.55
TG(16:0_18:0_21:0),TG,(16:0_18:0_21:0),904.8459,46.6347,A,23.08,191000,89200,55000,110000,42700,50200,60300,47800,145090.9091,144912.7273,239432.1818,145046.3636
TG(16:0_18:0_21:0),TG,(16:0_18:0_21:0),904.8459,46.7217,A,7.69,90000,89200,127000,96700,56700,50500,62500,38500,171636.3636,171458.1818,471250.3636,171591.8182
TG(16:0_18:0_21:0),TG,(16:0_18:0_21:0),904.8459,46.9526,A,7.69,179000,543000,798000,500000,56700,60800,55600,68500,660000,659821.8182,765795.8182,659955.4545
TG(16:0_18:0_22:0),TG,(16:0_18:0_22:0),918.8615,47.4942,A,7.69,83800,44600,51900,61000,47900,42300,34700,44900,112909.0909,112730.9091,167432.1818,112864.5455
TG(16:0_18:0_22:0),TG,(16:0_18:0_22:0),918.8615,47.829,A,15.38,28700,110000,114000,160000,999,1580,5880,5180,63272.72727,63094.54545,16723.09091,63228.18182
TG(16:0_18:0_22:0),TG,(16:0_18:0_22:0),918.8615,47.9247,A,53.85,831000,1140000,1530000,1310000,73100,72400,90700,69100,2309090.909,2308912.727,3076341.273,2309046.364
TG(16:0_18:0_22:0),TG,(16:0_18:0_22:0),918.8615,47.985,A,61.54,831000,1140000,1530000,1310000,77600,81300,90700,84000,2309090.909,2308912.727,3025432.182,2309046.364
TG(16:0_18:0_22:0),TG,(16:0_18:0_22:0),918.8615,48.087,A,23.08,457000,1140000,1530000,1310000,65900,61900,90700,69100,2309090.909,2308912.727,3298159.455,2309046.364
TG(16:0_18:0_22:5),TG,(16:0_18:0_22:5),908.7833,41.6846,A,15.38,976000,1890000,951000,397000,53300,235000,296000,69700,214545.4545,214367.2727,329068.5455,214500.9091
TG(16:0_18:0_22:5),TG,(16:0_18:0_22:5),908.7833,41.9007,A,7.69,307000,69900,122000,118000,9580,9320,8580,30100,144363.6364,144185.4545,241977.6364,144319.0909
TG(16:0_18:0_22:6),TG,(16:0_18:0_22:6),906.7676,40.9863,A,69.23,14900000,20600000,10000000,16400000,331000,90000,358000,324000,3072727.273,3072549.091,4490886.727,3072682.727
TG(16:0_18:0_22:6),TG,(16:0_18:0_22:6),906.7676,41.0217,A,53.85,14900000,20600000,10000000,16400000,331000,126000,358000,324000,3072727.273,3072549.091,4490886.727,3072682.727
TG(16:0_18:0_23:0),TG,(16:0_18:0_23:0),932.8772,48.7928,A,38.46,168000,213000,255000,129000,50100,43200,42000,48400,360000,359821.8182,515432.1818,359955.4545
TG(16:0_18:0_23:0),TG,(16:0_18:0_23:0),932.8772,48.8453,A,23.08,123000,213000,291000,129000,42400,43200,47100,43200,360000,359821.8182,522341.2727,359955.4545
TG(16:0_18:0_24:0),TG,(16:0_18:0_24:0),946.8928,49.7412,A,46.15,238000,332000,351000,338000,33700,37000,38200,41400,543636.3636,543458.1818,823977.6364,543591.8182
TG(16:0_18:0_24:0),TG,(16:0_18:0_24:0),946.8928,49.785,A,30.77,238000,332000,351000,338000,32400,36600,38100,42700,527272.7273,527094.5455,807614,527228.1818
TG(16:0_18:0_24:0),TG,(16:0_18:0_24:0),946.8928,49.8745,A,7.69,84200,190000,260000,280000,28600,26800,28000,37600,527272.7273,527094.5455,668886.7273,527228.1818
TG(16:0_18:0_24:1),TG,(16:0_18:0_24:1),944.8772,47.8927,A,61.54,3750000,4530000,6350000,5780000,99000,90700,186000,96100,10490909.09,10490730.91,14163614,10490864.55
TG(16:0_18:0_25:0),TG,(16:0_18:0_25:0),960.9085,50.576,A,7.69,30300,61700,81000,53400,14600,14300,9080,13000,73454.54545,73276.36364,62704.90909,73410
TG(16:0_18:0_25:0),TG,(16:0_18:0_25:0),960.9085,50.7227,A,7.69,11200,17200,19800,5610,6220,2380,2120,5650,24909.09091,24730.90909,38523.09091,24864.54545
TG(16:0_18:0_26:0),TG,(16:0_18:0_26:0),974.9241,51.5887,A,7.69,13000,40500,35100,51400,6480,2120,4260,5030,128909.0909,128730.9091,144159.4545,128864.5455
TG(16:0_18:0_26:0),TG,(16:0_18:0_26:0),974.9241,51.6745,A,7.69,29200,32500,50400,47900,6470,2110,1960,5030,136545.4545,136367.2727,155432.1818,136500.9091
TG(16:0_18:0_28:0),TG,(16:0_18:0_28:0),1002.9554,53.4466,A,7.69,4140,2780,7910,8870,,,,,8818.181818,8640,8941.272727,8773.636364
TG(16:0_18:0_30:1),TG,(16:0_18:0_30:1),1028.9711,53.0393,A,15.38,40300,69400,85800,106000,1.68,1.77,2210,1.16,198181.8182,198003.6364,257977.6364,198137.2727
TG(16:0_18:1_16:3),TG,(16:0_18:1_16:3),826.705,38.6709,A,15.38,5480000,7530000,5750000,4710000,2910000,4760000,5630000,4200000,6563636.364,6563458.182,13236341.27,6563591.818
TG(16:0_18:1_16:3),TG,(16:0_18:1_16:3),826.705,38.8355,A,38.46,5480000,5550000,5750000,7200000,3970000,265000,3820000,676000,6563636.364,6563458.182,9181795.818,6563591.818
TG(16:0_18:1_18:1),TG,(16:0_18:1_18:1),858.7676,41.5607,A,61.54,709000000,636000000,695000000,673000000,143000000,117000000,25700000,66300000,150909090.9,150908912.7,172727250.4,150909046.4
TG(16:0_18:1_18:1),TG,(16:0_18:1_18:1),858.7676,41.6746,A,69.23,709000000,636000000,695000000,673000000,143000000,117000000,225000000,66300000,165636363.6,165636185.5,121272704.9,165636319.1
TG(16:0_18:1_18:1),TG,(16:0_18:1_18:1),858.7676,41.7355,A,23.08,709000000,636000000,695000000,673000000,143000000,117000000,199000000,66300000,14436363.64,14436185.45,34254523.09,14436319.09
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,38.4892,A,15.38,636000,184000,266000,196000,55600,140000,280000,186,187272.7273,187094.5455,311614,187228.1818
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,38.5589,A,15.38,1080000,2150,195000,196000,47400,14000,279000,186,137636.3636,137458.1818,47250.36364,137591.8182
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,40.4628,A,53.85,689000000,927000000,780000000,858000000,389000000,371000000,569000000,221000000,40000000,39999821.82,45636341.27,39999955.45
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,40.6062,A,61.54,298000000,623000000,780000000,858000000,1840000,172000000,382000000,171000000,115636363.6,115636185.5,105454523.1,115636319.1
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,40.6863,A,7.69,298000000,252000000,814000000,551000000,2920000,172000000,384000000,42700,115636363.6,115636185.5,105454523.1,115636319.1
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,40.8936,A,15.38,1660000000,252000000,38400000,136000000,3390000,6890000,1620000,135000,46909090.91,46908912.73,121570886.7,46909046.36
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,40.9821,A,15.38,19500000,140000000,125000000,164000000,4440000,8400000,4190000,844000,35818181.82,35818003.64,91527250.36,35818137.27
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,41.2566,A,53.85,25500000,13000000,22000000,48700000,122000,962000,4190000,844000,6818181.818,6818003.636,18272704.91,6818137.273
TG(16:0_18:1_18:2),TG,(16:0_18:1_18:2),856.752,41.311,A,15.38,25500000,13000000,22000000,48700000,122000,962000,4190000,844000,6818181.818,6818003.636,18272704.91,6818137.273
TG(16:0_18:1_18:3),TG,(16:0_18:1_18:3),854.7363,40.4714,A,7.69,33100000,31400000,32200000,34400000,2260000,3190000,1290000,2110000,24363.63636,24185.45455,14969795.82,24319.09091
TG(16:0_18:1_18:4),TG,(16:0_18:1_18:4),852.7207,38.9223,A,7.69,7660000,10600000,6490000,4650000,7770000,4930000,8960000,4520000,732727.2727,732549.0909,694523.0909,732682.7273
TG(16:0_18:1_19:1),TG,(16:0_18:1_19:1),872.7833,42.2474,A,7.69,115000000,109000000,124000000,109000000,3510000,2160000,6000000,1250000,52727272.73,52727094.55,41636341.27,52727228.18
TG(16:0_18:1_20:1),TG,(16:0_18:1_20:1),886.7989,42.8412,A,84.62,487000000,487000000,452000000,420000000,19700000,12200000,31600000,5070000,169454545.5,169454367.3,207090886.7,169454500.9
TG(16:0_18:1_20:4),TG,(16:0_18:1_20:4),880.752,40.148,A,15.38,208000000,192000000,198000000,221000000,4570000,12900000,19400000,2840000,52000000,51999821.82,42909068.55,51999955.45
TG(16:0_18:1_21:5),TG,(16:0_18:1_21:5),892.752,39.7018,A,7.69,1990000,2200000,1680000,1180000,128000,54500,160000,41700,220000,219821.8182,407250.3636,219955.4545
TG(16:0_18:1_22:5),TG,(16:0_18:1_22:5),906.7676,40.1039,A,46.15,114000000,103000000,111000000,103000000,2420000,2020000,2670000,1500000,41272727.27,41272549.09,44181795.82,41272682.73
TG(16:0_18:1_22:6),TG,(16:0_18:1_22:6),904.752,39.7412,A,76.92,64600000,67100000,67600000,43500000,3320000,2100000,2620000,2140000,17927272.73,17927094.55,20272704.91,17927228.18
TG(16:0_18:1_22:6),TG,(16:0_18:1_22:6),904.752,39.8217,A,15.38,42800000,55000000,53000000,31900000,2590000,1340000,42900,1060000,3309090.909,3308912.727,4618159.455,3309046.364
TG(16:0_18:1_22:6),TG,(16:0_18:1_22:6),904.752,40.121,A,7.69,110000,1330000,1790000,3830000,19500,13300,45300,27300,2018181.818,2018003.636,2590704.909,2018137.273
TG(16:0_18:1_22:6),TG,(16:0_18:1_22:6),904.752,40.249,A,7.69,110000,49100,106000,295000000,8430,6680,66.7,1920,115636.3636,115458.1818,127432.1818,115591.8182
TG(16:0_18:1_24:1),TG,(16:0_18:1_24:1),942.8615,45.7957,A,38.46,10800000,11100000,14500000,9030000,201000,102000,290000,86300,15272727.27,15272549.09,22381795.82,15272682.73
TG(16:0_18:1_24:2),TG,(16:0_18:1_24:2),940.8459,44.5148,A,69.23,34800000,23600000,34600000,31900000,332000,376000,1310000,233000,18127272.73,18127094.55,25909068.55,18127228.18
TG(16:0_18:1_25:1),TG,(16:0_18:1_25:1),956.8772,46.7229,A,15.38,716000,1080000,1220000,1410000,39600,41200,74100,31600,1801818.182,1801640,2372704.909,1801773.636
TG(16:0_18:1_27:1),TG,(16:0_18:1_27:1),984.9085,48.4054,A,7.69,153000,245000,406000,306000,2840,1930,9720,6070,243636.3636,243458.1818,379795.8182,243591.8182
TG(16:0_18:1_28:1),TG,(16:0_18:1_28:1),998.9241,49.4232,A,15.38,436000,493000,436000,391000,5760,3590,5090,6070,296363.6364,296185.4545,430886.7273,296319.0909
TG(16:0_18:1_30:1),TG,(16:0_18:1_30:1),1026.9554,51.0956,A,7.69,188000,199000,441000,307000,986,865,12500,1850,530909.0909,530730.9091,705432.1818,530864.5455
TG(16:0_18:2_16:3),TG,(16:0_18:2_16:3),824.6894,37.9299,A,23.08,334000,329000,53900,448000,842000,1530000,1470000,465000,160363.6364,160185.4545,244341.2727,160319.0909
TG(16:0_18:2_16:3),TG,(16:0_18:2_16:3),824.6894,38.0349,A,30.77,131000,91400,1180,66100,191000,26300,429000,47100,51454.54545,51276.36364,33531.45455,51410
TG(16:0_18:2_16:3),TG,(16:0_18:2_16:3),824.6894,38.173,A,7.69,1600000,3750000,5940000,4490000,8560,12800,35400,24800,19454.54545,19276.36364,33967.81818,19410
TG(16:0_18:2_18:2),TG,(16:0_18:2_18:2),854.7363,39.5159,A,76.92,1190000000,615000000,987000000,1660000000,104000000,115000000,615000000,239000000,161454545.5,161454367.3,166909068.5,161454500.9
TG(16:0_18:2_18:2),TG,(16:0_18:2_18:2),854.7363,39.5516,A,76.92,1190000000,615000000,987000000,1660000000,104000000,115000000,615000000,239000000,139454545.5,139454367.3,144909068.5,139454500.9
TG(16:0_18:2_18:2),TG,(16:0_18:2_18:2),854.7363,39.6372,A,38.46,683000000,301000000,484000000,651000000,203000000,159000000,457000000,73300000,134181818.2,134181640,263272704.9,134181773.6
TG(16:0_18:2_18:2),TG,(16:0_18:2_18:2),854.7363,40.1418,A,15.38,29200000,60000000,27900000,226000000,2870000,1710000,3940000,1150000,15872727.27,15872549.09,66090886.73,15872682.73
TG(16:0_18:2_18:3),TG,(16:0_18:2_18:3),852.7207,37.0651,A,7.69,37100,8.14,9.12,76600,0,979,3450,0,39636.36364,39458.18182,46832.18182,39591.81818
TG(16:0_18:2_18:3),TG,(16:0_18:2_18:3),852.7207,38.7603,A,92.31,342000000,293000000,316000000,380000000,65400000,84800000,149000000,35800000,99636363.64,99636185.45,68727250.36,99636319.09
TG(16:0_18:2_18:3),TG,(16:0_18:2_18:3),852.7207,38.8629,A,7.69,27900000,299000000,310000000,325000000,51700000,1530000,71000000,21900000,99636363.64,99636185.45,78909068.55,99636319.09
TG(16:0_18:2_18:3),TG,(16:0_18:2_18:3),852.7207,39.4019,A,38.46,899000,1570000,708000,2610000,397000,151000,479000,116000,501818.1818,501640,574523.0909,501773.6364
TG(16:0_18:2_18:4),TG,(16:0_18:2_18:4),850.705,36.6677,C,7.69,327000,164000,401000,534000,93.4,29600,757,18100,265.4545455,87.27272727,131.0909091,220.9090909
TG(16:0_18:2_18:4),TG,(16:0_18:2_18:4),850.705,37.702,A,7.69,127000000,1270000,29400000,427000000,13300000,29900000,24900000,7040000,30363636.36,30363458.18,2727295.091,30363591.82
TG(16:0_18:2_18:4),TG,(16:0_18:2_18:4),850.705,38.1571,A,7.69,2030000,403,342000,395000,16700,357,15500,96,47636.36364,47458.18182,52749.63636,47591.81818
TG(16:0_18:2_20:4),TG,(16:0_18:2_20:4),878.7363,39.1735,A,23.08,96200000,86000000,87300000,83700000,5250000,3310000,6830000,2740000,27636363.64,27636185.45,73636341.27,27636319.09
TG(16:0_18:2_20:4),TG,(16:0_18:2_20:4),878.7363,39.3611,A,15.38,5090000,17900000,7050000,3570000,25100,613000,564000,713000,818181.8182,818003.6364,843658.7273,818137.2727
TG(16:0_18:2_20:4),TG,(16:0_18:2_20:4),878.7363,39.6065,C,7.69,343000,21000,101000,237000,142000,27600,192000,118000,26909.09091,26730.90909,5250.363636,26864.54545
TG(16:0_18:2_20:5),TG,(16:0_18:2_20:5),876.7207,37.9917,A,15.38,72200000,136000000,186000000,158000000,2940000,4200000,7430000,2720000,44545454.55,44545276.36,90672704.91,44545410
TG(16:0_18:2_20:5),TG,(16:0_18:2_20:5),876.7207,38.2543,A,23.08,30600000,35500000,31300000,32000000,1120000,1100000,1330000,986000,5981818.182,5981640,3436341.273,5981773.636
TG(16:0_18:2_21:5),TG,(16:0_18:2_21:5),890.7363,38.7402,A,30.77,4390000,5190000,4060000,4910000,189000,188000,322000,141000,1043636.364,1043458.182,1469068.545,1043591.818
TG(16:0_18:2_21:5),TG,(16:0_18:2_21:5),890.7363,39.1073,A,7.69,1840000,1040000,3790000,2230000,66500,60900,53700,51600,1005454.545,1005276.364,1690886.727,1005410
TG(16:0_18:2_22:6),TG,(16:0_18:2_22:6),902.7363,38.8265,A,46.15,96500000,105000000,96700000,76600000,4540000,4680000,4570000,3190000,25272727.27,25272549.09,28545432.18,25272682.73
TG(16:0_18:2_22:6),TG,(16:0_18:2_22:6),902.7363,38.8629,A,69.23,96500000,105000000,96700000,76600000,4540000,4680000,4570000,3190000,25272727.27,25272549.09,28545432.18,25272682.73
TG(16:0_18:2_22:6),TG,(16:0_18:2_22:6),902.7363,38.8832,A,46.15,96500000,105000000,96700000,76600000,4540000,4680000,4570000,3190000,25272727.27,25272549.09,28545432.18,25272682.73
TG(16:0_18:2_22:6),TG,(16:0_18:2_22:6),902.7363,39.296,A,7.69,4040,3300,60200,797000,13500,2600,14900,7220,14218.18182,14040,12167.81818,14173.63636
TG(16:0_18:2_24:6),TG,(16:0_18:2_24:6),930.7676,39.5786,A,7.69,2900000,2720000,2690000,4340000,377000,98500,129000,258000,91636.36364,91458.18182,275250.3636,91591.81818
TG(16:0_18:2_28:8),TG,(16:0_18:2_28:8),982.7989,40.2839,A,38.46,1080000,1650000,1440000,1570000,47400,55000,111000,24400,350909.0909,350730.9091,383614,350864.5455
TG(16:0_18:2_28:8),TG,(16:0_18:2_28:8),982.7989,40.323,A,15.38,1080000,1650000,1440000,1570000,47400,50700,111000,24400,350909.0909,350730.9091,383614,350864.5455
TG(16:0_18:3_22:6),TG,(16:0_18:3_22:6),900.7207,38.0424,A,46.15,20200000,19200000,23400000,22400000,390000,355000,475000,322000,9563636.364,9563458.182,14654523.09,9563591.818
TG(16:0_18:4_20:5),TG,(16:0_18:4_20:5),872.6894,36.5856,A,23.08,2060000,1720000,2460000,4060000,59900,80000,68900,63000,3563636.364,3563458.182,4707250.364,3563591.818
TG(16:0_18:4_22:6),TG,(16:0_18:4_22:6),898.705,37.2962,A,30.77,1350000,1390000,1130000,1430000,13900,3690,22.6,8440,1034545.455,1034367.273,1398159.455,1034500.909
TG(16:0_19:0_18:1),TG,(16:0_19:0_18:1),874.7989,43.1041,A,7.69,90400,224000,223000,293000,46300,26400,48300,23400,57090.90909,56912.72727,84232.18182,57046.36364
TG(16:0_19:0_18:1),TG,(16:0_19:0_18:1),874.7989,43.308,A,15.38,484000,646000,642000,824000,42200,23900,68800,13400,107272.7273,107094.5455,137795.8182,107228.1818
TG(16:0_19:0_18:1),TG,(16:0_19:0_18:1),874.7989,43.3537,A,30.77,6220000,8450000,11700000,9880000,181000,130000,369000,93300,5400000,5399821.818,7181795.818,5399955.455
TG(16:0_19:0_18:1),TG,(16:0_19:0_18:1),874.7989,43.6368,A,76.92,24600000,31100000,35600000,30300000,455000,327000,1010000,269000,24545454.55,24545276.36,23218159.45,24545410
TG(16:0_19:0_18:1),TG,(16:0_19:0_18:1),874.7989,43.6674,A,69.23,24600000,31100000,35600000,30300000,428000,327000,1010000,269000,29454545.45,29454367.27,28127250.36,29454500.91
TG(16:0_19:0_18:1),TG,(16:0_19:0_18:1),874.7989,44.2785,A,23.08,73300,233000,268000,111000,17700,18100,23400,19400,243636.3636,243458.1818,301977.6364,243591.8182
TG(16:0_19:0_18:2),TG,(16:0_19:0_18:2),872.7833,42.6278,A,69.23,58100000,74100000,83000000,66200000,1250000,1050000,2860000,652000,38545454.55,38545276.36,47090886.73,38545410
TG(16:0_19:0_18:2),TG,(16:0_19:0_18:2),872.7833,42.9719,A,7.69,285000,489000,7840,363000,18700,7890,38500,15800,113454.5455,113276.3636,115658.7273,113410
TG(16:0_19:0_18:2),TG,(16:0_19:0_18:2),872.7833,43.0985,A,23.08,388000,588000,7890,662000,54900,31500,96200,40900,269090.9091,268912.7273,584341.2727,269046.3636
TG(16:0_19:0_18:2),TG,(16:0_19:0_18:2),872.7833,43.2647,A,7.69,62800,262000,73.2,130000,12500,17100,16600,8120,126000,125821.8182,292523.0909,125955.4545
TG(16:0_19:0_20:0),TG,(16:0_19:0_20:0),904.8459,47.16,A,7.69,194000,543000,670000,369000,53100,50400,41100,60200,316363.6364,316185.4545,779795.8182,316319.0909
TG(16:0_19:0_20:4),TG,(16:0_19:0_20:4),896.7833,42.0699,A,23.08,801000,461000,804000,537000,27300,13700,41300,14900,389090.9091,388912.7273,510886.7273,389046.3636
TG(16:0_20:0_18:2),TG,(16:0_20:0_18:2),886.7989,43.4741,A,7.69,39400000,43300000,3390000,22700000,23600,236000,1400000,298000,26909090.91,26908912.73,37072704.91,26909046.36
TG(16:0_20:0_18:2),TG,(16:0_20:0_18:2),886.7989,43.6815,A,7.69,5980000,2990000,2040000,4420000,37700,18900000,156000,39000,2581818.182,2581640,9036341.273,2581773.636
TG(16:0_20:0_20:1),TG,(16:0_20:0_20:1),916.8459,45.9518,A,15.38,3020000,5460000,4790000,5780000,83200,47900,146000,42200,607272.7273,607094.5455,1645432.182,607228.1818
TG(16:0_20:0_21:0),TG,(16:0_20:0_21:0),932.8772,48.3816,A,7.69,32600,59000,77300,60400,39500,41500,47900,33900,86545.45455,86367.27273,113795.8182,86500.90909
TG(16:0_20:0_22:6),TG,(16:0_20:0_22:6),934.7989,41.6867,A,7.69,794000,1310000,865000,338000,22000,4260,23600,41300,283636.3636,283458.1818,174886.7273,283591.8182
TG(16:0_20:0_23:0),TG,(16:0_20:0_23:0),960.9085,50.3829,A,7.69,10600,8050,12900,6980,2970,3920,17.9,4530,8327.272727,8149.090909,17250.36364,8282.727273
TG(16:0_20:0_24:0),TG,(16:0_20:0_24:0),974.9241,51.5203,A,15.38,29700,33500,20200,55200,5150,2140,3050,3460,32181.81818,32003.63636,62341.27273,32137.27273
TG(16:0_20:1_22:4),TG,(16:0_20:1_22:4),936.8146,42.0655,A,15.38,24500000,25200000,23400000,30300000,743000,670000,2010000,506000,8472727.273,8472549.091,10163614,8472682.727
TG(16:0_20:1_22:6),TG,(16:0_20:1_22:6),932.7833,40.5859,A,7.69,1410000,1150000,3870000,1410000,265000,68600,150000,295000,361818.1818,361640,396341.2727,361773.6364
TG(16:0_20:1_29:1),TG,(16:0_20:1_29:1),1040.9711,52.0248,A,23.08,105000,135000,208000,178000,2090,0,4670,1300,418181.8182,418003.6364,501614,418137.2727
TG(16:0_20:1_30:1),TG,(16:0_20:1_30:1),1054.9867,52.8273,A,7.69,14000,53600,125000,77000,2880,14.8,30.5,,102909.0909,102730.9091,75432.18182,102864.5455
TG(16:0_20:3_20:4),TG,(16:0_20:3_20:4),904.752,38.8877,B,7.69,22000000,23300000,130000000,75800000,1030000,293000,3590000,759000,15000000,14999821.82,30781795.82,14999955.45
